,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
567,567,B07QW531W2,Size: AAA 450mAh (USB Charging),"June 1, 2020",Verified Purchase,"
Agree with
","

  I got these because I prefer using rechargeable batteries to help reduce battery waste. They hold their charge for quite awhile it took me several gaming sessions to even need to change them out and recharge them. The charge is pretty good, I don't know exactly as I usually charge them up overnight, using a standard battery charger.

",Alexa tazzetta,5.0
568,568,B07QW531W2,Size: AAA 450mAh (USB Charging),"June 1, 2020",Verified Purchase,"
very convenient
","

  Honestly was skeptical at first. But I use it for my graphing calculator and the batteries get the job done. It’s also very convenient because the charger is portable and not at all bulky. I haven’t tried charging it yet and am still testing to see how long the batteries can last.

",wongkamho,5.0
569,569,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 23, 2020",Verified Purchase,"
Excellent!
","

  Batteries have lasted as promised, easy and intuitive to use, and I love not having to throw away old batteries and just charging overnight, and presto, I am good to go for another few weeks with my mouse and keyboard.

",Kenneth Fischbach,5.0
570,570,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 21, 2020",Verified Purchase,"
FUVALY, What a cool way to build a battery
","

  I use Puck lights with a light sensor and a motion sensor so that my family can walk into a room in the dark and a light will come on and stay on as long as it sees motion. These are neat devices, and they all require 3 AAA batteries.I have purchased 3 sets of the Fuvaly Lithium AAA batteries along with a clever USB changer.Since I have 4 puck lights requiring 3 batteries each, I now have complete coverage and I can simply pop the batteries out, plug them into the USB charger, and then plug it into the wall outlet near that puck light site.  In about 1/2 hour, the red charging lights turn green, and I simply put the batteries back.No more fiddling with a charger stuffed in an upper cupboard.Update:: I got the AA versions of the battery, and am not as impressed.  I had batteries require more than one charge cycle before failing in a mouse application.  They all glowed green but quickly discharged.  I finally have one that worked in a mouse, so we will see how the rest perform long term.

",Explainer,3.0
571,571,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 21, 2020",Verified Purchase,"
good
","

  I start to use rechargeable battery and try to be environment friendly. This one is really good. the way to charge this battery is really good. and fast recharged. It is better.

",GG,5.0
572,572,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 20, 2020",Verified Purchase,"
Great for trips
","

  Used a bit over a month and I really like this. Super helpful when going on hiking or camping trips! Can be charged in the car or with a battery pack. I will buy more if this last.

",Linda,5.0
573,573,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 19, 2020",Verified Purchase,"
Very useful with practical charger
","

  I use these for my aviation headset. The charger is great for charging the other two batteries while I'm using the first two.

",jbA320,5.0
574,574,B07Y475MD3,Size: 9V (USB Charging),"May 18, 2020",Verified Purchase,"
Using in a smoke detector.. no problem so far for months!
","

  Bought to replace our smoke alarm batteries... works great! Had in for months now.. still no chirping smoke alarm battery signals.. so I know they're working.  Not too shabby , and usb rechargable pretty quick .. seemed to charge in 2 hours or so.

",Michael J,5.0
575,575,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 18, 2020",Verified Purchase,"
The batteries of the future !
","

  Do yourself a favor and save some money, along with saving the environment, and get those !Between my Oculus and X-box controllers, I was using a LOT of batteries and in same time money. I found a video of those on YouTube and decided to test them. Best decision ever.The batteries arrived holding already a steady 1.5v charge (even before charging them). I had rechargeable batteries before, that you have to put in their special charger compartment, and took like the whole day to charge. But those one charges from empty to full in a couple of hour max !Love the charging light status on top of the batteries (red = charging and green = charged) and the convenience of the MicroUSB charging system, with the little top you can twist to open or close the charging port. Only down side of this system is that you have to be careful to be sure you're inserting the MicroUSB cable the right way into the battery cell,  and never force it in if it does not fit, or you will damage the charging port, like I saw some people reporting on some review. The use of a USB-C charging port instead will have been better in my opinion to avoid that issue.But non the less, those are great and I even have the feeling they last longer than my regular batteries.

",Orcatrainer,5.0
576,576,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 18, 2020",Verified Purchase,"
Amazing!!
","

  I am going to replace all my batteries in the future. This is amazing

",Ariel,5.0
577,577,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 17, 2020",Verified Purchase,"
Awesome
","

  Love it

",Crystal Jarrell,5.0
578,578,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 14, 2020",Verified Purchase,"
Good
","

  So far so good! Put these in my keyless door locks. Been going through a lot of batteries for some reason lately so these should do the trick!

",Amazon Customer,5.0
579,579,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 13, 2020",Verified Purchase,"
Can charge
","

  I bought him because he can charge it, the service life will be very long, I can save a lot of money, I also tried to buy it at first, I was pleasantly surprised after receiving it, and it turns out that it is indeed very convenient,

",Shawn Mcginn,5.0
580,580,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 9, 2020",Verified Purchase,"
Well made, work as expected
","

  Use them in my David Clark PRO-X2. As expected they dont last as long as nicad but if I don't use the Bluetooth I can get 7 day runlife. Much faster than the normal rechargable batteries, the 4 plug micro USB is great.

",J. Quinlan,5.0
581,581,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 9, 2020",Verified Purchase,"
Great rechargeable batteries with USB cable or charger
","

  I love the idea that we get to charge the batteries with one USB cable. I have bought another brand of the same kind. This brand even has another option that we can use our own existing charger.My baby has all kinda toys that are batteries operated. Rechargeable batteries are more ecofriendly and these work perfectly. These last pretty well for my baby's toy and seem to last similar to the regular batteries and rechargeable batteries of the other brand.Would highly recommend these.

",Po W.,5.0
582,582,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 8, 2020",Verified Purchase,"
Love these
","

  Charges quick and lasts a good amount of time I like these so ordering extras.  They are light so I was worried but they perform well in the various devices I’ve tried so far.

",Dan,5.0
583,583,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 7, 2020",Verified Purchase,"
Good for my new wireless Xbox controller
","

  Bought a new controller during this special stay at home period. I don’t want to buy a bunch of battery cuz batteries can be environmental polluted. The rechargeable batteries work great on my controller.

",Deanne Bao,5.0
584,584,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 7, 2020",Verified Purchase,"
So cool
","

  I like it so far. Fully charge this item is very fast.Including super cool cable and it looks like tree roots.It have four cables combine together.Battery is long lastng each one has 1500mah

",Claire,5.0
585,585,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"May 4, 2020",Verified Purchase,"
I just need a few
","

  I don't need to buy a lot of batteries anymore, it's rechargeable and can be reused, which is great.When the battery is dead, you can find charging devices everywhere, much better than my disposable batteries.

",zhenya.voropaeva,5.0
586,586,B07QW531W2,Size: AAA 450mAh (USB Charging),"May 3, 2020",Verified Purchase,"
Very efficient charging
","

  Charging is super fast! If only take about 1hr to fully charged. Compared with traditional rechargeable batteries, the charging time is significantly reduced by at least 7x

",maomao765,5.0
587,587,B07QW531W2,Size: AAA 450mAh (USB Charging),"April 29, 2020",Verified Purchase,"
well designed
","

  I have to admit I have not used these yet, waiting for my disposable batteries to die, I have them charged and ready to go. First impression is that the design is impressive and made with purpose in mind.

",Sir Aesir,5.0
588,588,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"April 29, 2020",Not Verified,"
Ok but not there yet.
","

  Good idea but not enough capacity. NiMH equiv D cells usually have 10AH vs this 5AH. Maybe if they got rid of the micro sub socket... The 5 hr charge time is also pretty slow.

",Jeff S.,2.0
589,589,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 27, 2020",Verified Purchase,"
Good design where you don’t need bulky chargers to charge them.
","

  Like the design of these batteries. Unlike the traditional ones where you place them in a charger to charge, these set of four batteries have the charging cables plug directly into the batteries avoiding the bulky chargers that are used traditionally.  I use them on my kids toys and there’re working great so far.

",TK,5.0
590,590,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 27, 2020",Verified Purchase,"
Save my energy
","

  These are not any old style type of rechargeable batteries.The main difference is that you can recharge these over and over instead of keep buying and buying more and more batteries.I purchased the same brand even though they were a bit more because I know they work. So much easier to recharge using a USB port rather than trying to find the charger or figuring out if the batteries are rechargeable!

",Renata Petri,5.0
591,591,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 22, 2020",Not Verified,"
Very good rechargeable battery!
","

  These are great rechargeable battery!

",Quan T.,5.0
592,592,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 22, 2020",Verified Purchase,"
Wonderful
","

  very high quality, and it’s very cool to have a led light were installed in a battery! I’m giving five stars for its package as well, it sealed pretty good, and come with a little case for the battery

",bill G,5.0
593,593,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 20, 2020",Verified Purchase,"
Environmental protection
","

  It has good battery life,quicker charging and more convenient,it is very environmentally friendly to reuse , and the product quality is really good.

",Cheryl Eubanks,5.0
594,594,B07QW531W2,Size: AAA 450mAh (USB Charging),"April 19, 2020",Verified Purchase,"
Amazing technology!
","

  I never imagined being able to recharge AAA batteries via USB, and then i found these. Charges up pretty fast, and have been holding up really got on my wireless mouse. would definitely buy more to replace on other electronics.

",Jiro,5.0
595,595,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 16, 2020",Verified Purchase,"
Not enough power for camera
","

  I have a simple Cannon PowerShot camera. When using these batteries the display constantly tells me that the batteries are dead even after a full charge. I can get about 20 minutes of usage before having to swap them out. Maybe they are good for something else (remote controls and other low energy devices) but not for the purpose for which I purchased them.

",wendy lindsay,2.0
596,596,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 13, 2020",Verified Purchase,"
Stopped working after 2 uses
","

  Have only used these twice and they stopped working. The light shows green and that they’re done charging but it won’t work on any of my electronics.

",Emily,1.0
597,597,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"April 12, 2020",Verified Purchase,"
Expensive, Horrible longevity.
","

  First cell died after a month.

",Brandon,2.0
598,598,B07QW531W2,Size: AAA 450mAh (USB Charging),"April 7, 2020",Verified Purchase,"
Work well but expensive
","

  They do charge very fast about 1hr or so. The life seems pretty good just depending what you are using. But even if your using it in a power hungry device they recharge fast so...

",J. Haggerty,4.0
599,599,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"April 7, 2020",Verified Purchase,"
Constant true 1.5v output
","

  Perfect rechargeable battery, supplies constant 1.5v output unlike other 1.2v rechargeables that start out low on a full charge.

",John Thoits,5.0
600,600,B07QW531W2,Size: AAA 450mAh (USB Charging),"April 7, 2020",Verified Purchase,"
No good
","

  Battery does not last long.

",Arifurislam,3.0
601,601,B07Y475MD3,Size: 9V (USB Charging),"April 5, 2020",Verified Purchase,"
Nice 9 volt batteries that are super easy to charge and hold a charge for a long time
","

  I bought the 9 volt 2 pack and they are excellent. There is a charge wire that you can charge both batteries at the same time and plug the wire into any USB outlet. There are battery charging indicators on the batteries that will display a red while they are charging. My batteries were completely dead when I received them.. update these batteries only hold a charge for a short time and then go dead. What junk. I guess if you are using 9 volt batteries constantly then they might work but otherwise they don't hold a charge more than a couple of weeks.

",Klingler LLC,1.0
602,602,B07Y475MD3,Size: 9V (USB Charging),"April 5, 2020",Verified Purchase,"
Pretty impressed so far but incorrectly said it was charged.
","

  This set comes with an USB charger that separates into two wires so you can charge both batteries at the same time from one port. It's a nice flat tape like one, instead of the typical round cord. I was pleasantly surprised by that. So I start charging my batteries and probably somewhere around 3 hours later one of the batteries green light finally turns on and I disconnect it although the other is still red/charging. I put it in the flashlight I wanted to use it in but it didn't work... I actually thought the flashlight was broken at first. When the other battery was fully charged I tried that in the flashlight and it did work, so I learned you can't reliably go by the green recharged light. I put the first one back on the charger and it's working fine. This can be a little annoying when you expect the indicator light to be accurate, but that's my only complaint and is easily taken care of by charging longer.

",Jon,4.0
603,603,B07Y475MD3,Size: 9V (USB Charging),"April 3, 2020",Verified Purchase,"
Good Battery
","

  Great product and it is also very helpful for the environment.  Takes a while to charge, but the charge will last you a long time.  I don't think I will need to buy another 9v Battery for a long time.

",J. Jackson,5.0
604,604,B07Y475MD3,Size: 9V (USB Charging),"April 1, 2020",Verified Purchase,"
Work as they should
","

  Good batteries at a good price.

",Gerald Jackson,5.0
605,605,B07QW531W2,Size: AAA 450mAh (USB Charging),"March 31, 2020",Verified Purchase,"
Battery Last long
","

  First time try a rechargeable battery, it is really surprised for me. The battery last longer than regular Durcell battery. and it is easy to charge. For long term, it is better value. Recommend it

",CYNDI RIGLEY,5.0
606,606,B07QW531W2,Size: AAA 450mAh (USB Charging),"March 26, 2020",Verified Purchase,"
Money saving products
","

  This is my first purchase of usb AAA batteries, as I've been using AA for several months now and they seem to work well as I'm in the testing stage with them now also.

",Kindle Customer,5.0
607,607,B07Y475MD3,Size: 9V (USB Charging),"March 24, 2020",Verified Purchase,"
Really Good
","

  I do recommend this product because it is very easy to use. I got more than I expected when i bought this so if you are on the table on buying this then you should because it is easy to carry around and it works perfectly. The description is all facts and you don’t need to worry about getting a below par product.

",Jose,5.0
608,608,B07Y475MD3,Size: 9V (USB Charging),"March 22, 2020",Verified Purchase,"
Nice to have rechargeable 9v because they cost a lot
","

  Amazing! 9-volt batteries are pretty expensive as a general rule, so I was happy to find these on Amazon.  I have a couple of things (other than smoke detectors).  I have a microphone and transmitter that both work off of 9v batteries, and I never know when I will be required to use these items.  I've got the batteries charged and ready to go all the time, just in case.  These are great...I love how you can cover the charging port with a switch.  They hold the charge for a long time, I have them charged up and they haven't run out yet.  They are also lighter than the standard 9-volt battery.  Plusses on all sides!

",C. Grice,5.0
609,609,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"March 21, 2020",Verified Purchase,"
Good item
","

  Like the design.  I put this in my emergency stores.

",David,4.0
610,610,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"March 21, 2020",Verified Purchase,"
Looks like Tarzan, hits like Jane
","

  Flashlight does not burn as bright when compared with other rechargeable lithium AA’s.

",Krautdog 52,2.0
611,611,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"March 19, 2020",Verified Purchase,"
????
","

  I received 2 batteries, both with the different charging port

",Jason R,3.0
612,612,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"March 19, 2020",Verified Purchase,"
good set of rechargeable batteries
","

  Charged up as fast as other brands of this type of rechargeable batteries.  Lasted 2 hour or so longer than other brands in a test of continuous discharge in Ultrafire LED flashlights.  Cost was reasonable and in the middle of the range of other brands I have purchased.They seem to auto shut down their output around 1.5v, and allowed me a few minutes more if the batteries were rested for a minute or two.  This was ok for me since in normal usage of these flashlights will periodic.  So, recharge cycles will be farther stretched out over weeks, maybe months.  And I hate the recycle management of alkaline batteries.I highly recommend this brand.

",PKC,5.0
613,613,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"March 17, 2020",Verified Purchase,"
The best battery
","

  These batteries are a little more durable than ordinary batteries. Now I don't have to buy new batteries every week. This is a great reward! The battery itself seems to be as well made and durable as any high-end brand. Very satisfied with these.

",Ray Osowski,5.0
614,614,B07QW531W2,Size: AAA 450mAh (USB Charging),"March 15, 2020",Verified Purchase,"
As advertised, not for led lights.
","

  Just so/so quality, they seem to work about as well as batteries from the dollar store, but not in battery operated lights. They flicker badly in those.  Tend to go downhill pretty fast.

",B. Laveine,2.0
615,615,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"March 15, 2020",Verified Purchase,"
Easy to charge, high quality
","

  I have always want my AA batteries like these. No longer need a special charger to charge up the batteries. Quality is amazing, and the battery has led light to indicate charging. Thumps up!

",Kelvin ,5.0
616,616,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"March 7, 2020",Verified Purchase,"
Nice rechargable batteries with lots of features!!
","

  I got these rechargable batteries for my remote control car these work great!! I use to change my alkaline batteries too often and decided to buy rechargable batteries and found these AA batteries. The main reason I got these batteries is I can charge them with USB. And I know exactly  when to disconnected power by looking at the led indicator ring provided right on the battery which is so cool.

",Shan,5.0
617,617,B07QW531W2,Size: AAA 450mAh (USB Charging),"March 7, 2020",Verified Purchase,"
Buy once
","

  Have been waiting for these for decades. Well worth the cost.

",Mr Deetoes,5.0
618,618,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"March 3, 2020",Verified Purchase,"
1 of 4 batteries stopped taking charge
","

  One out of the 4 batteries stopped taking charge after 2 weeks of use.

", &nb.p,1.0
619,619,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 28, 2020",Verified Purchase,"
Great!
","

  It is a good batteries, which can be recharged easily without any hassles. I tried them and it works great. Satisfied shopping! For the sake of our earth, we hope you will choose more environmentally friendly batteries!

",leon foster,5.0
620,620,B07Y475MD3,Size: 9V (USB Charging),"February 24, 2020",Verified Purchase,"
Very good quality!
","

  The storage capacity of this battery is really durable, the duration is great, and it has a rechargeable function. It really takes a long time to really determine the reusability of rechargeable batteries. It is necessary to judge how many times they can be exhausted and recharge And repeat it, but this battery has done a great job so far, they work well, because they are real batteries, have the battery capacity I need, highly recommended.

",Camille Leighton,5.0
621,621,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 24, 2020",Verified Purchase,"
I use these in my blink cams.
","

  I bought these because the price of lithium AA batteries is quite expensive and these are supposed to be rechargeable lithium AA replacements. They do work but they don’t have nearly the longevity one would expect. The thing about blink camera battery life is that they say it gives you two years on a set of batteries but realistically you’re lucky to get 2 to 7 days. Now I’ve had that limitation on longevity with the regular batteries and I have it even more so with these. There’s another site that are black and green that are also lithium AA that have a better life span as far as longevity goes. All that taken into consideration it’s still a good thing to have because otherwise you’re buying toss away the same AA batteries at 30+ dollars a 24 pack whereas for a similar amount of money you get for batteries that will be able to be used over and over more than six times probably a few hundred times. Even though they may not last as long as the throwaway set and you have to go around to replace them pretty regularly especially if you have your settings to record almost all the motion with a high sensitivity and a long clip blanks it’s still better to have these in my opinion. They do show up as needing to be To be replaced as soon as their inserted into the blink XT cameras and that kind of gives you a looksee into how they’re going to behave because they really don’t last all that long but it’s either that or throw away batteries every three days at the settings I have mine

",Steven M. Mcmahon,3.0
622,622,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"February 24, 2020",Verified Purchase,"
Really rechargeable battery, good power.
","

  Excellent product!!! I’ll buy it again and again.

",Drobiou,5.0
623,623,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 24, 2020",Verified Purchase,"
👍
","

  👍

",Realdebrid0315,5.0
624,624,B07QW531W2,Size: AAA 450mAh (USB Charging),"February 23, 2020",Verified Purchase,"
Omg. You need it.
","

  I am super impressed those bettery. It is my frist time see this kind of bettery. We dont need any charger jist regular USB charger. Amazing. When light green is mean full charger. Red we need to recharge. I am absolutely love it. Super highly recommend

",ALEX,5.0
625,625,B07QW531W2,Size: AAA 450mAh (USB Charging),"February 23, 2020",Verified Purchase,"
A great must-have item!
","

  Works great! The 4way charging cord was a great asset!These are quite expensive up front, but if you multiply the cost of nonrechargeable baterries by 1000. It speaks for itself!I love the red and green indicator lights. They look cool at night while charging but also make visual indication easy.I bought these because at times Ive been homeless. I always needed a way to power a flashlight. I combined these batteries with a snall porable solar charger. Now I feel like Im in charge now. Im not dependant on 110 v outlets which are difficult to use due to the amount of time you have to sit at the location which isnt possible most times.See my other reviews to see my must have items for self sufficiency.

",BADD DAWG,5.0
626,626,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 23, 2020",Verified Purchase,"
Worth buying
","

  Great investment. Totally worth the money. Very smart purchase. Easy and quick to charge. Longevity of the battery life is good.

",austxbot,5.0
627,627,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"February 20, 2020",Verified Purchase,"
Good batteries
","

  Great idea. It's more up front but it's cheaper in the long run. Thry charge quick

",Todd Snyder,5.0
628,628,B07QW531W2,Size: AAA 450mAh (USB Charging),"February 19, 2020",Verified Purchase,"
I have been sing on my gaming.
","

  I have been using on my gaming x box set it is working great. last long. I like it so far.

",cam,5.0
629,629,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 17, 2020",Verified Purchase,"
Best rechargeable batteries
","

  I bought these batteries for my EDC and duty flashlights. I'm surprised that these are not flying off the shelves. These keep my flashlights nice and bright. Will buy again if needed

",Sam,4.0
630,630,B07QW531W2,Size: AAA 450mAh (USB Charging),"February 9, 2020",Verified Purchase,"
Works great
","

  I got these batteries a while ago and they are still going strong. Very useful in low power devices.Some devices require 1.5v batteries instead of the 1.2v batteries that rechargable batteries usually provide.However these batteries seem to have issues powering one of my devices. However that device seems to be designed for 1.2v batteries unlike most devices that are designed around 1.5v batteries.

",Steven,4.0
631,631,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 5, 2020",Verified Purchase,"
50% of battery doesn't charge
","

  I think I got a lemon. I charged these for hours... The lights remain red. I then change USB port, charge them overnight and 2 of them finally turn green and 2 still remain red.I used a battery indicator to check battery level, 80% charge.Super disappointed...

",Mechie,1.0
632,632,B07QW531W2,Size: AAA 450mAh (USB Charging),"February 4, 2020",Verified Purchase,"
I'd buy a different brand.
","

  These batteries won't hold a charge for any amount of ttime.I charged them until they are full, then without even having them in a device, they need to bet plugged in again. To make a long story short, they hardly hold a charge. Maybe I just received some bad batteries.

",J,1.0
633,633,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 4, 2020",Verified Purchase,"
Works as expected
","

  Fast recharging, works very well. Too early to review longevity.

",Menachem Rubinstein,5.0
634,634,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"February 3, 2020",Verified Purchase,"
Old flashlight upgrade...
","

  I have a water proof flashlight that I like a lot.I wanted to upgrade it be brighter and last longer on batteries as well.I bought a LED replacement bulb for the incandescent type.The D type battery has two type of USB charging ports which I like.I think the batteries are great considering you get 1.5 volts at 5000 mA out of a lithium Ion.

",Patrick,5.0
635,635,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"February 3, 2020",Verified Purchase,"
Junk product
","

  Junk don't waste $

",Amazon Customer,1.0
636,636,B07QW531W2,Size: AAA 450mAh (USB Charging),"January 25, 2020",Not Verified,"
So Far So Good
","

  Got 4 of these at Christmas and installed in our electronic front door lock.  After over a month in cold weather, the charge still shows 100% on our battery tester and the lock is faster and acts like a brand new battery is installed every day.  Haven't charged them yet, but will update review if things get worse.  Ordering more for other devices to see how they hold up.  Much better than any other rechargeable battery that we've tried (and we've tried quite a few of the NiMH kind).  Just hoping that the price gets lower on these in time.

",CU Buff 2000,5.0
637,637,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"January 25, 2020",Verified Purchase,"
fast charging 1.5V batteries
","

  I'm using them in a universal remote, a digital weather clock and a trimmer. Time will tell how long they last on a charge, but so far so good. I wanted an alternative to NiMH batteries which are not the correct 1.5 voltage and sometimes get discharged to the point where they can't be recharged again. I like that they don't require a custom charger, just a standard USB cable.The only caveat with this type of battery is they don't work well in portable radios because the built-in voltage regulator puts out wide spectrum radio interference which overloads the radio's sensitive tuner. This shouldn't be a problem for most devices, just radios.

",Samuel Adams,4.0
638,638,B07QW531W2,Size: AAA 450mAh (USB Charging),"January 25, 2020",Verified Purchase,"
Sadness when hopeful=(
","

  Never used them till now, return window ended Sept 2019.All but one failed to charge, sad=/

",AFromdahl,1.0
639,639,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"January 20, 2020",Verified Purchase,"
Exelente
","

  Muy bueno es durable la carga

",Leonardo Walberto Morales Domingo,5.0
640,640,B07QW531W2,Size: AAA 450mAh (USB Charging),"January 16, 2020",Verified Purchase,"
JUNK
","

  2 out of 4 won’t hold charge

",OMO,1.0
641,641,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"January 16, 2020",Verified Purchase,"
Quality is very good
","

  USB interface is delivered with a charging cable, the battery quality is good, can be used repeatedly

",Hedan,5.0
642,642,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"January 11, 2020",Verified Purchase,"
seller responsive to quality issues
","

  The defect-free batteries work as advertised: micro-USB-chargeable; light up red when charging and change to green when fully charged; actually work as a replacement for disposable batteries. The 4-pronged micro USB charger is convenient. I didn't actually verify the voltage or power.I ordered one 4-pack of AAs, and 1 of the batteries was defective: partial corrosion on the outside, and it wouldn't charge. I contacted the seller, and they quickly sent a new 4-pack of AAs. Unfortunately, this, too, included a partially defective battery. I again contacted seller and they assured me they would be reviewing their quality assurance procedures.So, I can't give this product 5 stars, but the seller was responsive to the defective batteries, and in the end I got 50% more than what I ordered, so hard to complain too much.

",Jeffrey Hellrung,4.0
643,643,B07QW531W2,Size: AAA 450mAh (USB Charging),"January 9, 2020",Verified Purchase,"
Needed this!
","

  These are nifty, so long as you don’t lose track of them!

",Matthew D. Randle,5.0
644,644,B07QW531W2,Size: AAA 450mAh (USB Charging),"January 5, 2020",Verified Purchase,"
Pilas
","

  No sirven las pilas no las compren

",saul montiel,1.0
645,645,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"January 4, 2020",Verified Purchase,"
So far  so good
","

  I bought (2) four packs of the AA size and I am very happy with them.  They working much better than alkaline or NiMH rechargables in my toothbrush and in my trail camera.  I have only gone thru the first charge so far, but they have lasted as 50% longer in the trail camera than alkalines and my model will not work with the lower voltage of NiMH batteries.  My  toothbrush has been going with no loss in power  the same length of time as a normal battery shows that it is getting weak.  I would buy again.

",Ben Wilson,5.0
646,646,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"January 4, 2020",Verified Purchase,"
too much recharging needed
","

  purchased this to operate a small fan for hurricanes and off grid use.  have to recharge batteries every morning. too time consuming.

",etheldrea,2.0
647,647,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"January 1, 2020",Verified Purchase,"
The rechargeable battery is very convenient.
","

  I like this AA batteries. The rechargeable battery is very convenient and the design is so creative that it can be plugged directly into the battery for charging.

",duoer,5.0
648,648,B07QW531W2,Size: AAA 450mAh (USB Charging),"January 1, 2020",Verified Purchase,"
Don’t last very long.
","

  Didn’t last as long as I had hoped. Was using in my headlamp. Hoped it would last 2 nights, went dead after the first. Bummer.

",Icarus Beardo,1.0
649,649,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 31, 2019",Verified Purchase,"
4×AAA
","

  Used for small flashlight to deliver food at night, work so well!  Most important thing is to protect the environment, hope to reduce the price and use this kind of products in large quantities.

",Brady,5.0
650,650,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 30, 2019",Verified Purchase,"
Great rechargeable batteries
","

  Like that I have more options to charge.

",allybean,5.0
651,651,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 30, 2019",Verified Purchase,"
Not worth it
","

  Great batteries until I tried to plug them in to recharge and the USB port pushed into the battery body, making it useless. A shame these are $30 for four and they're so cheaply made.

",DamnGiirl,1.0
652,652,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 30, 2019",Verified Purchase,"
Make sure all 4 work
","

  I like how two appear just fine for my purpose (wmr controllers) but two are not working or if they do, very briefly, included cable is awesome though

",James T.,3.0
653,653,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 26, 2019",Verified Purchase,"
The future of battery
","

  This is truly a revolution of battery, a whole new experience. I had never used a USB rechargeable battery before. Now I can rid of those disposable batteries. It feels good to do something for the environment and meanwhile save money.

",Sally,5.0
654,654,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 26, 2019",Verified Purchase,"
450 mAh, is very low.
","

  The capacity of these batteries is very poor.At 450 mAh they run my flashlight for 20 minutes, while standard aaa's generally last 2-2.5 hours.The constant voltage is nice, but the capacity is severely lacking.

",Amazon Customer,3.0
655,655,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 26, 2019",Verified Purchase,"
USB charges individual batteries. Long lasting charge.
","

  These are great long lasting batteries. Love the USB charger on each battery.

",Orilay,5.0
656,656,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 25, 2019",Verified Purchase,"
Last long time
","

  Great concept and high capacity batteries that last longer than regular batteries.  Will probably never have to buy batteries again.

",Willie,5.0
657,657,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 23, 2019",Verified Purchase,"
Great product for price!
","

  Good product, works as advertised.

",Jessica Marie Johnson,5.0
