,asin,product,date,verified,title,desc,reviewer_name,rating,month,year,month_year,title_desc
944,B07F27PK2M,AA,2018-11-02,Verified Purchase,would be 5 stars but, the battery life is disappointing. only 2-3 hours on one charge for simple halloween candles,intrimazz,3.0,11,2018,2018-11,would be 5 stars but the battery life is disappointing. only 2-3 hours on one charge for simple halloween candles
945,B07F27PK2M,AA,2018-11-01,Verified Purchase,These work!, I gave these an initial charge and have had them in my razor for 2-1/2 weeks -- still going strong!  They're replacing NiMH...which would be in need of a charge after one week.,Dean Koepke,5.0,11,2018,2018-11,These work! I gave these an initial charge and have had them in my razor for 2-1/2 weeks -- still going strong!  They're replacing NiMH...which would be in need of a charge after one week.
946,B07F27PK2M,AA,2018-10-30,Not Verified,Fantastic Batteries for Smart Lock," I recently bought these to replace the 1.2V NiMH rechargeable batteries that I was using in a smart lock, and they are so, so much better. They can put out a lot of power and don't have the typical voltage drop of regular batteries which is great to power the motor in a smart lock.If you use it in a lock, though, make sure the backup key is accessible. There's not much of a warning when a cell needs recharging. The battery will just fully shut off.",A. Huelsebusch,5.0,10,2018,2018-10,"Fantastic Batteries for Smart Lock I recently bought these to replace the 1.2V NiMH rechargeable batteries that I was using in a smart lock, and they are so, so much better. They can put out a lot of power and don't have the typical voltage drop of regular batteries which is great to power the motor in a smart lock.If you use it in a lock, though, make sure the backup key is accessible. There's not much of a warning when a cell needs recharging. The battery will just fully shut off."
947,B07F27PK2M,AA,2018-10-30,Verified Purchase,saving money," The quality of the battery looks good, and it can be recharged via USB, saving money",Jacob,5.0,10,2018,2018-10,"saving money The quality of the battery looks good, and it can be recharged via USB, saving money"
948,B07F27PK2M,AA,2018-10-25,Not Verified,Batteries of the future," The charging cradle was always what kept me from buying rechargeable batteries so I bought this as soon as I saw it existed. In short these are the batteries of the future, today.However I don't know how many charge cycles the batteries will last for but the charge seems about as long as  a regular disposable battery.Personally I like the design that has one end come off to reveal a USB connection instead of the microusb slot in the side, even if this model lasts a tiny bit longer than the other.",J,5.0,10,2018,2018-10,"Batteries of the future The charging cradle was always what kept me from buying rechargeable batteries so I bought this as soon as I saw it existed. In short these are the batteries of the future, today.However I don't know how many charge cycles the batteries will last for but the charge seems about as long as  a regular disposable battery.Personally I like the design that has one end come off to reveal a USB connection instead of the microusb slot in the side, even if this model lasts a tiny bit longer than the other."
949,B07F27PK2M,AA,2018-10-22,Verified Purchase,convenient," This rechargeable battery is very novel for the first time. And the excuses are handy, omitting the annoyance of a dedicated charger.",Andy,5.0,10,2018,2018-10,"convenient This rechargeable battery is very novel for the first time. And the excuses are handy, omitting the annoyance of a dedicated charger."
950,B07F27PK2M,AA,2018-10-22,Verified Purchase,"perfect fit, longlasting easy to charge", Got these  to replace traditional alkaline batteries. These are awesome. Built in port and cable makes charging a breeze. They last forever .,Gary M.,5.0,10,2018,2018-10,"perfect fit, longlasting easy to charge Got these  to replace traditional alkaline batteries. These are awesome. Built in port and cable makes charging a breeze. They last forever ."
951,B07F27PK2M,AA,2018-10-21,Verified Purchase,"Simple To Use, working great on electronic soor dead bolt lock by kwikset"," ***Update*** The battwries have been working out GREAT, but make darn sure you align cables to charge. Keypad battery life is about 2 months. So the lithiums are lasting longer than rayovac alkaline cells. Highly recommended!  Still lost a star due to port potwntial damage.  /Update***I have an electronic door lock (keypad) that loves to eat batteries (4xAA), and tired of changing / throwing away batteries every 3-4 weeks.  Tried NiCD and NiMH, but terminal voltage is too low and makes the lock think that batteries are exhausted very quickly.  Lithium AA batteries work pretty well, but cost quite a bit more than alklaline and are not rechargeable.  Found these, and with a regulated 1.5v output, pack should always be a consistent voltage despite last time they were charged.  When the batteries need recharging, can just pop out and plug in.  Easier said than done.  The charge ports require precise alignment with the ""charge cable harness"", I can see that inattention or carelessness can cause the ports to break.  That is only complaint.  Batteries have  been in place for about 2 weeks now, and are showing great potential for this particular use.  I will most likely order several other sets for the other keypad locks, though I am still on the fence about how the charger connects.  Upside to these is that a standard micro-usb is used.  Others have a proprietary charger that contact rings on battery terminal.  At time of this writing, these particular batteries are unavailable, so will have to find an alternate.  Most are less than 800mah, these were rated higher and were biggest reason for purchase.",krbjmpr,4.0,10,2018,2018-10,"Simple To Use, working great on electronic soor dead bolt lock by kwikset ***Update*** The battwries have been working out GREAT, but make darn sure you align cables to charge. Keypad battery life is about 2 months. So the lithiums are lasting longer than rayovac alkaline cells. Highly recommended!  Still lost a star due to port potwntial damage.  /Update***I have an electronic door lock (keypad) that loves to eat batteries (4xAA), and tired of changing / throwing away batteries every 3-4 weeks.  Tried NiCD and NiMH, but terminal voltage is too low and makes the lock think that batteries are exhausted very quickly.  Lithium AA batteries work pretty well, but cost quite a bit more than alklaline and are not rechargeable.  Found these, and with a regulated 1.5v output, pack should always be a consistent voltage despite last time they were charged.  When the batteries need recharging, can just pop out and plug in.  Easier said than done.  The charge ports require precise alignment with the ""charge cable harness"", I can see that inattention or carelessness can cause the ports to break.  That is only complaint.  Batteries have  been in place for about 2 weeks now, and are showing great potential for this particular use.  I will most likely order several other sets for the other keypad locks, though I am still on the fence about how the charger connects.  Upside to these is that a standard micro-usb is used.  Others have a proprietary charger that contact rings on battery terminal.  At time of this writing, these particular batteries are unavailable, so will have to find an alternate.  Most are less than 800mah, these were rated higher and were biggest reason for purchase."
952,B07F27PK2M,AA,2018-10-15,Verified Purchase,Best rechargeable batteries, I love the batteries. They fast charging and looking lasting.,Jenny L McBride,5.0,10,2018,2018-10,Best rechargeable batteries I love the batteries. They fast charging and looking lasting.
953,B07F27PK2M,AA,2018-10-05,Verified Purchase,great, great!,See Sound,5.0,10,2018,2018-10,great great!
954,B07F27PK2M,AA,2018-10-04,Verified Purchase,Re-use~help the planet," Very nice, easy to charge, and comes with cable, help the planet, I consider this is semi green product, can re-use for times, should promote this design; although the one time deal battery can recycle, but this idea is much better; and the one time deal battery can expire.",Sandy PS Huang,5.0,10,2018,2018-10,"Re-use~help the planet Very nice, easy to charge, and comes with cable, help the planet, I consider this is semi green product, can re-use for times, should promote this design; although the one time deal battery can recycle, but this idea is much better; and the one time deal battery can expire."
955,B07F27PK2M,AA,2018-09-30,Not Verified,"I've wanted a 1.5v AA rechargeable battery for years, decades really!"," I worked as a Wedding Photographer years ago. I used AA Alkaline batteries in  large quantities. I tried rechargeable AA's, but the voltage is 1.2v so camera flash recharge time was slower. Recently I did a mid-day outdoor wedding as a favor. Start time was noon so harsh shadows were a problem. To lighten shadows I let my big flash unit fill with a bounce attachment for the 5 hours more than 100 flash shots. I knew this event would be a good test AA 1.5v rechargeable Li-on's.  I wore out, but these light weight batteries never had any flash recharge slow down like Alkaline batteries would. After 90 to 120 minutes charging, they were ready to go again.  I'll be back for more TWHARF AA and AAA 1.5v rechargeable Li-on's.",TechProIdaho,5.0,9,2018,2018-09,"I've wanted a 1.5v AA rechargeable battery for years, decades really! I worked as a Wedding Photographer years ago. I used AA Alkaline batteries in  large quantities. I tried rechargeable AA's, but the voltage is 1.2v so camera flash recharge time was slower. Recently I did a mid-day outdoor wedding as a favor. Start time was noon so harsh shadows were a problem. To lighten shadows I let my big flash unit fill with a bounce attachment for the 5 hours more than 100 flash shots. I knew this event would be a good test AA 1.5v rechargeable Li-on's.  I wore out, but these light weight batteries never had any flash recharge slow down like Alkaline batteries would. After 90 to 120 minutes charging, they were ready to go again.  I'll be back for more TWHARF AA and AAA 1.5v rechargeable Li-on's."
956,B07F27PK2M,AA,2018-09-27,Not Verified,Great for wireless mice," Lasts longer than any AA I've used before, for mice that use batteries this is a great idea.  Even comes with a crazy single USB to 4*micro USB cable to charge them all at once without wasting ports!",Daniel Loeb,5.0,9,2018,2018-09,"Great for wireless mice Lasts longer than any AA I've used before, for mice that use batteries this is a great idea.  Even comes with a crazy single USB to 4*micro USB cable to charge them all at once without wasting ports!"
957,B07F27PK2M,AA,2018-09-27,Verified Purchase,Good batteries!," The come with a 4 in 1 USB cable so you can charge all 4 from one USB port and also a lil carrying case for all four batteries. The also have an awesome lil LED indicator on each battery that turns from red to green when the battery is charged.It thought it looked cool and convenient as it doesn't need a separate special charger unit. I love this USB rechargeable batteries. They are lightweight, and fast recharge. These batteries are the same price as the NiMH, and they charge so fast, plus the 1000 charge cycles with still a lot of capacity left I will not need to replace these for a while and just by more for the rest of my devices.",Jay,5.0,9,2018,2018-09,"Good batteries! The come with a 4 in 1 USB cable so you can charge all 4 from one USB port and also a lil carrying case for all four batteries. The also have an awesome lil LED indicator on each battery that turns from red to green when the battery is charged.It thought it looked cool and convenient as it doesn't need a separate special charger unit. I love this USB rechargeable batteries. They are lightweight, and fast recharge. These batteries are the same price as the NiMH, and they charge so fast, plus the 1000 charge cycles with still a lot of capacity left I will not need to replace these for a while and just by more for the rest of my devices."
958,B07F27PK2M,AA,2018-09-26,Verified Purchase,Great batteries!," These are great, no cap to lose unlike others on the market, or have a seal deteriorate over time causing the cap to fall off. Don't quite feel like 1500mAh, more like a good 1300, for how long they've lasted in their first charge cycle, but can't complain at all, way better for the earth than using non-rechargeables and tossing each time they are dead.",David Long,5.0,9,2018,2018-09,"Great batteries! These are great, no cap to lose unlike others on the market, or have a seal deteriorate over time causing the cap to fall off. Don't quite feel like 1500mAh, more like a good 1300, for how long they've lasted in their first charge cycle, but can't complain at all, way better for the earth than using non-rechargeables and tossing each time they are dead."
959,B07F27PK2M,AA,2018-09-24,Not Verified,DO NOT BUY!  DANGEROUS," I am changing my review of these batteries.  The second time that I charged them they became VERY HOT within minutes.  This is not supposed to happen as per the manufacturer. One of the batteries did not light up on the second charge.  I used a 110 outlet and my cell phone jack.  As instructed I did not charge them in the little plastic carrying case.  These batteries are wider than a AA and rub in a  flashlight cartridge.  Damaged Lithium batteries are not returnable to Amazon, either.  They are a fire hazard.  Amazon adjusted my account for this product.",Down2Earth,1.0,9,2018,2018-09,"DO NOT BUY!  DANGEROUS I am changing my review of these batteries.  The second time that I charged them they became VERY HOT within minutes.  This is not supposed to happen as per the manufacturer. One of the batteries did not light up on the second charge.  I used a 110 outlet and my cell phone jack.  As instructed I did not charge them in the little plastic carrying case.  These batteries are wider than a AA and rub in a  flashlight cartridge.  Damaged Lithium batteries are not returnable to Amazon, either.  They are a fire hazard.  Amazon adjusted my account for this product."
960,B07F27PK2M,AA,2018-09-21,Verified Purchase,These work very well," Work as expected, they run my police scanner all day, then I just charge them up again. About the same capacity as good premium alkaline battery. Nice to travel with too, as most hotels these days have USB chargers in the room. The LED charge indicators are a nice addition to what is already a very good product.",satisfied user!,5.0,9,2018,2018-09,"These work very well Work as expected, they run my police scanner all day, then I just charge them up again. About the same capacity as good premium alkaline battery. Nice to travel with too, as most hotels these days have USB chargers in the room. The LED charge indicators are a nice addition to what is already a very good product."
961,B07F27PK2M,AA,2018-09-19,Not Verified,good," I really like these rechargeable batteries.  So far, I like them more than conventional rechargeable batteries.",david,5.0,9,2018,2018-09,"good I really like these rechargeable batteries.  So far, I like them more than conventional rechargeable batteries."
962,B07F27PK2M,AA,2018-09-15,Not Verified,Super saving, These batteries are best for my son’s toys. Easy to charge it and super long lasting! I will buy more!,jennifer yan,5.0,9,2018,2018-09,Super saving These batteries are best for my son’s toys. Easy to charge it and super long lasting! I will buy more!
963,B07F27PK2M,AA,2018-08-08,Verified Purchase,Awesome little batteries!, These little batteries are awesome. The come with a 4 in 1 USB cable so you can charge all 4 from one USB port and also a lil carrying case for all four batteries. No more dealing with a bulky battery charger.The also have an awesome lil LED indicator on each battery that turns from red to green when the battery is charged.The great thing about these Li-ion ones is that they will not discharge if left for a long time like the more common NiMH batteries I had previously - definitely worth the price! I just bought another pack.,Gene,5.0,8,2018,2018-08,Awesome little batteries! These little batteries are awesome. The come with a 4 in 1 USB cable so you can charge all 4 from one USB port and also a lil carrying case for all four batteries. No more dealing with a bulky battery charger.The also have an awesome lil LED indicator on each battery that turns from red to green when the battery is charged.The great thing about these Li-ion ones is that they will not discharge if left for a long time like the more common NiMH batteries I had previously - definitely worth the price! I just bought another pack.
964,B07F27PK2M,AA,2018-08-07,Verified Purchase,Great, Durable and convenient to charge .saves money and is environmentally friendly,Amy ,5.0,8,2018,2018-08,Great Durable and convenient to charge .saves money and is environmentally friendly
965,B07F27PK2M,AA,2018-08-05,Verified Purchase,The battery is the most energy-saving and environmentally friendly I have ever seen., I saw this battery for the first time. I can’t believe it was too pleasant.,Jacky,5.0,8,2018,2018-08,The battery is the most energy-saving and environmentally friendly I have ever seen. I saw this battery for the first time. I can’t believe it was too pleasant.
966,B07F27PK2M,AA,2018-08-01,Verified Purchase,Like, I really like these rechargeable batteries. I like the fact that you can charge it almost anywhere a usb is available.,Lccks,5.0,8,2018,2018-08,Like I really like these rechargeable batteries. I like the fact that you can charge it almost anywhere a usb is available.
967,B07F27PK2M,AA,2018-07-31,Verified Purchase,great product and easy convenient," This is pretty cool,  i can usd usb to charge it all at once, very easy and convenient.  love this product, love this design.",David J,5.0,7,2018,2018-07,"great product and easy convenient This is pretty cool,  i can usd usb to charge it all at once, very easy and convenient.  love this product, love this design."
968,B072R2SWXX,Other,2020-06-27,Verified Purchase,I'm impressed," I haven't used them yet,the way they get charged is awesome👍",Amazon Customer,5.0,6,2020,2020-06,"I'm impressed I haven't used them yet,the way they get charged is awesome👍"
969,B072R2SWXX,Other,2020-06-08,Not Verified,The add that this seller is advertising is misleading and a total lie., The add that this seller is advertising is misleading and a total lie. The batteries are at a much lower technical performance all the time.,Adisus,1.0,6,2020,2020-06,The add that this seller is advertising is misleading and a total lie. The add that this seller is advertising is misleading and a total lie. The batteries are at a much lower technical performance all the time.
970,B072R2SWXX,Other,2020-06-06,Verified Purchase,very eazy, i loved these batteries so much i ended up getting more. so easy to use especially if you have something like an xbox controller that loves to munch batteries like its user does chips.  swap in other pair easy then plug them into the front of console or  a  PC  its so easy to do. only downside i have seen with these batteries is they have about 5% less charge then a  1 time use aa but...  when take into account these can be used multiple times i am more then happy. overall  gotta be the best USB rechargeable's i have seen.,Reid smolens,5.0,6,2020,2020-06,very eazy i loved these batteries so much i ended up getting more. so easy to use especially if you have something like an xbox controller that loves to munch batteries like its user does chips.  swap in other pair easy then plug them into the front of console or  a  PC  its so easy to do. only downside i have seen with these batteries is they have about 5% less charge then a  1 time use aa but...  when take into account these can be used multiple times i am more then happy. overall  gotta be the best USB rechargeable's i have seen.
971,B072R2SWXX,Other,2020-04-08,Verified Purchase,Long charges, Surprising how long the batteries stay charged!!,Al,5.0,4,2020,2020-04,Long charges Surprising how long the batteries stay charged!!
972,B072R2SWXX,Other,2020-04-07,Verified Purchase,Better then the rest, This is the best design in my opinion. It beats the 4 cord micro usb design by far. The batteries last a full day of non stop Xbox play. And take very little time to charge. Just plug right into a usb port,Derek Smith,5.0,4,2020,2020-04,Better then the rest This is the best design in my opinion. It beats the 4 cord micro usb design by far. The batteries last a full day of non stop Xbox play. And take very little time to charge. Just plug right into a usb port
973,B072R2SWXX,Other,2020-03-26,Verified Purchase,Should have purchased sooner," This was the one of the best purchases I have made. They have a long life and are easy to charge. I was a little skeptical at first, so I only purchased 4, but now I am sold. I will be buying more and recommending these to friends and family.They are more economical and land fill friendly. No more big bucks for packs of batteries that you have to wait for battery recycle days to turn in.",S. B. Minden,5.0,3,2020,2020-03,"Should have purchased sooner This was the one of the best purchases I have made. They have a long life and are easy to charge. I was a little skeptical at first, so I only purchased 4, but now I am sold. I will be buying more and recommending these to friends and family.They are more economical and land fill friendly. No more big bucks for packs of batteries that you have to wait for battery recycle days to turn in."
974,B072R2SWXX,Other,2020-03-18,Verified Purchase,Weak battery life," Terrible battery life, charge do not last. Good for an hour",Mohammed Ali,2.0,3,2020,2020-03,"Weak battery life Terrible battery life, charge do not last. Good for an hour"
975,B072R2SWXX,Other,2020-02-18,Verified Purchase,Easy to recharge, Beats having a box of charged batteries around.,William Bartlett,5.0,2,2020,2020-02,Easy to recharge Beats having a box of charged batteries around.
976,B072R2SWXX,Other,2020-02-09,Verified Purchase,Doesn't hold much charge," They don't hold near as much charge as normal batteries, so yes, you can charge them but you're always having to take them out to charge them when you haven't used them that long.",J Cain,2.0,2,2020,2020-02,"Doesn't hold much charge They don't hold near as much charge as normal batteries, so yes, you can charge them but you're always having to take them out to charge them when you haven't used them that long."
977,B072R2SWXX,Other,2020-02-03,Not Verified,Charge," They do not keep their charge for a period of two weeks.  Charged them and attempted to use them on my keypad, but found they lost their charge.  Worthless.",Robert Portillo,1.0,2,2020,2020-02,"Charge They do not keep their charge for a period of two weeks.  Charged them and attempted to use them on my keypad, but found they lost their charge.  Worthless."
978,B072R2SWXX,Other,2020-01-29,Verified Purchase,Convenient Charging, These are very conveniently charged with the USB option.,J. Davies ,5.0,1,2020,2020-01,Convenient Charging These are very conveniently charged with the USB option.
979,B072R2SWXX,Other,2020-01-12,Verified Purchase,The charge does not last as long as regular AAs., Bought these for the novelty of something new and clever. My order arrived - just four batteries in a plastic case - no charger like the others received - $18.93 (Now charging $4 more).  I charged them fully and then put them in the plastic case and gave them to my wife as a stocking stuffer for Christmas.She put them in a walkie talkie but they just lasted a day on standby. I asked her to charge them over night because I had charged them two weeks earlier and maybe they had run down on their own.The walkie only took three AA batteries but she charged all four overnight. I went out to cut wood and just put three AA batteries I got from Harbor Freight (yellow ones) for free in my walkie. We didn't talk too much but did yack a bit.By evening her batteries were almost dead and my walkie still showed some life left. I think that the size/volume of the USB section reduces its ability to hold a charge as compared to a full sized lithium AA. Turns out these batteries are not lithium Ion but Ni-Mh.They are novel but not worth the money in my estimation. I looked on AliExpress and you can buy these for less than $2 a piece. If they had been 1.5v and lithium Ion it would be a good deal.,Robert C. (Sanjisdad),1.0,1,2020,2020-01,The charge does not last as long as regular AAs. Bought these for the novelty of something new and clever. My order arrived - just four batteries in a plastic case - no charger like the others received - $18.93 (Now charging $4 more).  I charged them fully and then put them in the plastic case and gave them to my wife as a stocking stuffer for Christmas.She put them in a walkie talkie but they just lasted a day on standby. I asked her to charge them over night because I had charged them two weeks earlier and maybe they had run down on their own.The walkie only took three AA batteries but she charged all four overnight. I went out to cut wood and just put three AA batteries I got from Harbor Freight (yellow ones) for free in my walkie. We didn't talk too much but did yack a bit.By evening her batteries were almost dead and my walkie still showed some life left. I think that the size/volume of the USB section reduces its ability to hold a charge as compared to a full sized lithium AA. Turns out these batteries are not lithium Ion but Ni-Mh.They are novel but not worth the money in my estimation. I looked on AliExpress and you can buy these for less than $2 a piece. If they had been 1.5v and lithium Ion it would be a good deal.
980,B072R2SWXX,Other,2020-01-10,Verified Purchase,Great product, Can be recharged quickly and easily.,Al Davis,5.0,1,2020,2020-01,Great product Can be recharged quickly and easily.
981,B072R2SWXX,Other,2020-01-04,Verified Purchase,Good for the money," These are great for your money, But are they really worth the extra money? Im asking this question because you can buy normal rechargeable for around the same price if not cheaper with a charger. If your someone that travels a lot and you have a laptop and portable charger then yes these are great, But for the most part it would be cheaper just to get the normal non USB or Micro-USB AA/AAA/9V/D. The life is around the same. If you want to buy these because of the look and the function then buy all means do so. I bought them because I have both USB and normal US outlets.The build quality feels great and does imitate the feeling of normal AAs and does go green when fully charged. I can use a Xbox controller for around 3-4 days and my daughter can play with her toys for a full day. These are a good buy even if you want something to fit that modern life style.",Joshua Uriarte,4.0,1,2020,2020-01,"Good for the money These are great for your money, But are they really worth the extra money? Im asking this question because you can buy normal rechargeable for around the same price if not cheaper with a charger. If your someone that travels a lot and you have a laptop and portable charger then yes these are great, But for the most part it would be cheaper just to get the normal non USB or Micro-USB AA/AAA/9V/D. The life is around the same. If you want to buy these because of the look and the function then buy all means do so. I bought them because I have both USB and normal US outlets.The build quality feels great and does imitate the feeling of normal AAs and does go green when fully charged. I can use a Xbox controller for around 3-4 days and my daughter can play with her toys for a full day. These are a good buy even if you want something to fit that modern life style."
982,B072R2SWXX,Other,2019-12-14,Verified Purchase,Charge does not last, Love the concept but charge last about a week compared to months with a traditional charger.,Andrea,3.0,12,2019,2019-12,Charge does not last Love the concept but charge last about a week compared to months with a traditional charger.
983,B072R2SWXX,Other,2019-12-10,Verified Purchase,Convenient but low power and short battery life," I would not recommend using these in devices that need sustained high power like flashlights or electric trimmers since the batteries are a little bit lower Amperage, but they seem to be fine for use in remote and game controllers.",Stephen Sullivan,3.0,12,2019,2019-12,"Convenient but low power and short battery life I would not recommend using these in devices that need sustained high power like flashlights or electric trimmers since the batteries are a little bit lower Amperage, but they seem to be fine for use in remote and game controllers."
984,B072R2SWXX,Other,2019-11-07,Verified Purchase,i got these for when tshtf/teotwawki, I've never had a bad product from this company..,Brad J G,5.0,11,2019,2019-11,i got these for when tshtf/teotwawki I've never had a bad product from this company..
985,B072R2SWXX,Other,2019-10-15,Verified Purchase,Would buy again, These work as long as regular batteries. Take about a day to recharge though. But there great!!,Amazon Customer,5.0,10,2019,2019-10,Would buy again These work as long as regular batteries. Take about a day to recharge though. But there great!!
986,B072R2SWXX,Other,2019-10-09,Verified Purchase,Frog batteries, Very interesting batteries they are working good,Indi,4.0,10,2019,2019-10,Frog batteries Very interesting batteries they are working good
987,B072R2SWXX,Other,2019-10-04,Verified Purchase,Good for the environment!," Adorable, easy to charge, better for the environment, what else could you ask for? I'm in love! Thank you Survival Frog!",Jessica,5.0,10,2019,2019-10,"Good for the environment! Adorable, easy to charge, better for the environment, what else could you ask for? I'm in love! Thank you Survival Frog!"
988,B072R2SWXX,Other,2019-09-20,Verified Purchase,Love 'em!, Want to buy more!!!!!,John S.,5.0,9,2019,2019-09,Love 'em! Want to buy more!!!!!
989,B072R2SWXX,Other,2019-09-16,Verified Purchase,more convenient than buying traditional batteries," These came with a 4 port USB hub with individual toggle buttons and a case to hold them in. Bought them in May, still using them in March. exclusively for Xbox controller. They last about 24 hour s+/_  .  I'm thinking about buying 4 more.",William Rentiers,4.0,9,2019,2019-09,"more convenient than buying traditional batteries These came with a 4 port USB hub with individual toggle buttons and a case to hold them in. Bought them in May, still using them in March. exclusively for Xbox controller. They last about 24 hour s+/_  .  I'm thinking about buying 4 more."
990,B072R2SWXX,Other,2019-09-15,Verified Purchase,Buy batteries and charging pack together.," This helps keep down the cost of AA batteries, especially in an emergency. I charged mine with a solar charger and they are working fine.",Marian Claire,5.0,9,2019,2019-09,"Buy batteries and charging pack together. This helps keep down the cost of AA batteries, especially in an emergency. I charged mine with a solar charger and they are working fine."
991,B072R2SWXX,Other,2019-09-14,Verified Purchase,Batteries function as intended but usb adaptor broken," Product came with 4 port usb, but only 2 ports work other than than the batteries them self work well as expected not as long lasting as regular battery but fine for intended purpose (headlamp for use at work)",Jason Lumpkin,2.0,9,2019,2019-09,"Batteries function as intended but usb adaptor broken Product came with 4 port usb, but only 2 ports work other than than the batteries them self work well as expected not as long lasting as regular battery but fine for intended purpose (headlamp for use at work)"
992,B072R2SWXX,Other,2019-08-26,Verified Purchase,Batteries, I have used them before and worked great,Larry Bare,5.0,8,2019,2019-08,Batteries I have used them before and worked great
993,B072R2SWXX,Other,2019-08-23,Verified Purchase,Not good, I did not get the four port charger that comes with it.,Carlton Henry Richard,1.0,8,2019,2019-08,Not good I did not get the four port charger that comes with it.
994,B072R2SWXX,Other,2019-08-03,Verified Purchase,Great, Excellent needed these love these batteries 😂life savers!!!!,Robert Waters,5.0,8,2019,2019-08,Great Excellent needed these love these batteries 😂life savers!!!!
995,B072R2SWXX,Other,2019-07-26,Verified Purchase,Easypower USB AS Rrechargeable Batteries," They are good, they are being used for our grandbabies toys. Respectfully.",boo,5.0,7,2019,2019-07,"Easypower USB AS Rrechargeable Batteries They are good, they are being used for our grandbabies toys. Respectfully."
996,B072R2SWXX,Other,2019-07-16,Not Verified,Awesome concept !  Great product !," Best recharging concept to date.  The batteries hold a charge.  Best yet, you save money by not purchasing countless new batteries.",A H,5.0,7,2019,2019-07,"Awesome concept !  Great product ! Best recharging concept to date.  The batteries hold a charge.  Best yet, you save money by not purchasing countless new batteries."
997,B072R2SWXX,Other,2019-06-22,Verified Purchase,"They work, but die really quickly."," Got these a month ago. Two of them worked very well, the other two lost charge in a few hours, needing to be recharged. A month later, the two which lasted a few hours last an hour. The two that lasted much longer... Now last maybe 3-4 hours. It's not terrible, but I bought the USB on a whim to try them against my wall-socket charger batteries. And they don't stack up.The wall mount can be ""Pricey"" but buying new rechargeable batteries for them is far better in my opinion. They last longer, and hold a charge for longer.Maybe I got unlucky. But I don't think I will be buying these again.""Delivered May 20, 2019""Today is June 22""Return window closed on Jun 19, 2019""Interesting isn't it!",Margaret L. Roberts,2.0,6,2019,2019-06,"They work, but die really quickly. Got these a month ago. Two of them worked very well, the other two lost charge in a few hours, needing to be recharged. A month later, the two which lasted a few hours last an hour. The two that lasted much longer... Now last maybe 3-4 hours. It's not terrible, but I bought the USB on a whim to try them against my wall-socket charger batteries. And they don't stack up.The wall mount can be ""Pricey"" but buying new rechargeable batteries for them is far better in my opinion. They last longer, and hold a charge for longer.Maybe I got unlucky. But I don't think I will be buying these again.""Delivered May 20, 2019""Today is June 22""Return window closed on Jun 19, 2019""Interesting isn't it!"
998,B072R2SWXX,Other,2019-06-11,Verified Purchase,Love the design on these," By making the cap a cover for the USB slot I feel like this is much easier to use than the batteries I've seen that use a USB-mini side port.  With those if the mounting was done improperly, the cable won't either slot properly or stay attached, and in both cases the ones I had didn't charge properly.With these, I can plug them in, leave them overnight, and I'm good to go.  They're great for both my wireless mouse and my Xbox Controller, so I can play anything on my laptop at home, or on the go with no problems.The only reason I don't give them a full 5-star is I wish the batteries would last a little longer, and I would love to see  the material used to keep the cap attached to the main battery to be made of something more durable-seeming.",Garret Biggerstaff,4.0,6,2019,2019-06,"Love the design on these By making the cap a cover for the USB slot I feel like this is much easier to use than the batteries I've seen that use a USB-mini side port.  With those if the mounting was done improperly, the cable won't either slot properly or stay attached, and in both cases the ones I had didn't charge properly.With these, I can plug them in, leave them overnight, and I'm good to go.  They're great for both my wireless mouse and my Xbox Controller, so I can play anything on my laptop at home, or on the go with no problems.The only reason I don't give them a full 5-star is I wish the batteries would last a little longer, and I would love to see  the material used to keep the cap attached to the main battery to be made of something more durable-seeming."
999,B072R2SWXX,Other,2019-06-10,Verified Purchase,So  convenient, Love this product. Can charge these anywhere you have a USB. I will be buying more.,Amazon Customer,5.0,6,2019,2019-06,So  convenient Love this product. Can charge these anywhere you have a USB. I will be buying more.
1000,B072R2SWXX,Other,2019-06-10,Verified Purchase,A must have for gamers!, I keep them in my controllers for all of my game systems as well as my wireless keyboard. They charge quick and stay charged for ages.,Joshua,5.0,6,2019,2019-06,A must have for gamers! I keep them in my controllers for all of my game systems as well as my wireless keyboard. They charge quick and stay charged for ages.
1001,B072R2SWXX,Other,2019-05-16,Verified Purchase,Very versatile, Works as advertised,maddan47 ,5.0,5,2019,2019-05,Very versatile Works as advertised
1002,B072R2SWXX,Other,2019-05-08,Verified Purchase,Great battery life and ease of use., Super easy to charge and holds a charge much better than other rechargeables I'ver tried. A longer USB cable would be a plus.,Chad L Smith,5.0,5,2019,2019-05,Great battery life and ease of use. Super easy to charge and holds a charge much better than other rechargeables I'ver tried. A longer USB cable would be a plus.
1003,B072R2SWXX,Other,2019-05-06,Verified Purchase,Works great, Work just like normal AA,Joey k,5.0,5,2019,2019-05,Works great Work just like normal AA
1004,B072R2SWXX,Other,2019-05-04,Verified Purchase,Easy to use rechargeable batteries., This product is just what I expected. I will most likely buy more.,Harry Dean,5.0,5,2019,2019-05,Easy to use rechargeable batteries. This product is just what I expected. I will most likely buy more.
1005,B072R2SWXX,Other,2019-05-03,Verified Purchase,Just inovative, I like how you can charge and recharge many times,bernie davey,5.0,5,2019,2019-05,Just inovative I like how you can charge and recharge many times
